loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36,Subject,Trial
5,0,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,5,0,0,5,0,0,5,0,5,0,2,0,0,0,0,3,242
0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,243
3,3,3,3,3,3,1,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,244
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,245
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,246
5,5,5,5,0,5,5,5,5,5,0,5,5,5,5,5,5,5,5,1,0,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,3,247
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,248
5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,0,5,5,5,1,5,5,5,5,5,0,5,5,5,5,5,5,5,5,5,5,3,249
0,0,2,0,0,4,0,0,4,4,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4,3,250
4,4,0,0,0,4,0,0,4,4,4,0,0,4,1,4,4,4,4,0,4,4,0,4,0,0,4,4,0,0,0,0,4,0,4,4,3,251
3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,2,0,3,0,3,3,0,0,0,0,3,252
5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,5,0,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,3,253
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254
0,4,0,0,0,0,0,0,4,4,0,0,0,4,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,1,0,0,0,3,255
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,256
0,0,0,3,0,0,3,0,0,0,3,0,1,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,257
0,4,0,0,0,4,1,4,4,0,4,0,0,4,4,4,0,0,0,4,0,4,4,4,0,4,4,4,4,4,4,0,4,0,0,0,3,258
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3,259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,3,260
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,261
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,5,0,0,0,5,0,0,0,0,0,3,262
0,0,0,4,0,0,1,4,0,4,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,0,4,0,0,3,263
0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,264
4,0,4,0,4,4,0,4,0,4,0,0,0,4,4,0,0,4,4,0,4,0,4,0,0,4,4,4,4,0,4,0,0,4,4,1,3,265
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,266
4,0,0,4,4,4,0,4,0,4,4,0,4,0,4,4,0,0,4,0,0,4,4,4,0,1,0,4,0,4,0,4,4,0,0,4,3,267
0,4,4,0,4,0,0,4,0,4,0,4,0,0,4,0,0,4,4,4,4,0,2,4,4,0,4,4,0,0,4,4,0,0,4,4,3,268
3,0,0,3,0,3,0,3,0,0,0,0,0,3,3,3,0,3,3,0,0,3,3,3,0,2,3,3,0,0,3,3,0,3,3,3,3,269
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,270
0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,271
0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,3,3,272
3,0,0,1,3,0,3,3,0,3,3,0,0,3,0,0,0,3,0,3,0,3,3,3,3,0,0,3,3,0,3,3,0,3,0,3,3,273
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,274
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,275
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,276
0,0,0,4,0,4,0,4,4,0,4,2,4,4,4,4,4,0,0,0,4,0,4,4,0,4,4,0,4,0,4,4,0,0,0,4,3,277
0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,4,2,0,4,4,0,0,0,0,0,0,4,0,0,0,0,4,3,278
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,279
6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,6,6,6,6,6,6,0,6,0,6,6,6,3,280
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,281
0,0,0,4,4,4,4,4,0,0,4,4,4,4,0,0,0,0,1,0,4,0,4,0,0,4,4,4,4,4,0,4,4,0,0,4,3,282
5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,1,5,5,5,5,5,0,5,5,0,5,5,0,5,5,5,5,5,5,3,283
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,4,0,3,284
3,3,3,0,0,0,0,3,0,0,3,3,3,3,0,3,3,3,0,0,3,3,0,0,0,3,3,3,0,0,0,3,3,2,0,3,3,285
0,5,5,0,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0,5,3,286
0,0,0,5,5,5,5,0,0,5,5,2,0,0,0,5,5,5,0,5,5,0,5,0,0,0,5,5,0,5,5,0,5,5,0,5,3,287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,288
0,6,0,0,0,6,0,0,0,6,0,0,0,1,0,0,6,6,6,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,289
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,290
0,3,3,0,3,0,3,3,3,3,0,1,0,3,0,3,3,0,0,3,0,3,3,0,0,0,3,0,3,0,3,3,3,3,0,0,3,291
0,0,3,0,3,0,3,0,3,3,3,3,0,3,2,3,0,3,0,3,3,3,0,3,0,3,0,0,0,0,3,0,3,3,0,3,3,292
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,293
0,0,6,0,0,0,6,0,0,0,0,0,0,6,6,6,0,0,0,0,1,6,0,0,0,6,0,0,0,0,6,0,0,6,0,0,3,294
0,0,6,6,0,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,6,0,1,0,0,0,0,0,0,0,6,6,0,0,0,3,295
3,3,3,3,0,0,0,0,0,3,0,3,3,0,3,3,3,3,3,0,0,3,3,0,3,0,0,0,0,3,2,0,3,0,3,3,3,296
4,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4,4,2,0,0,0,0,0,4,0,0,0,4,0,3,297
0,6,0,0,6,0,0,0,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,6,0,6,0,1,0,6,0,6,0,0,0,3,298
4,4,0,4,0,4,4,4,0,0,0,4,4,4,4,4,0,1,0,0,0,4,4,0,4,4,0,4,0,4,0,0,4,0,0,4,3,299
0,0,5,0,5,5,0,0,5,5,0,5,0,0,5,5,0,5,0,5,5,0,0,5,2,0,5,5,5,5,0,5,5,0,5,0,3,300
4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,0,4,4,4,3,301
0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,302
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,303
4,0,4,4,4,0,0,0,4,0,4,4,0,4,4,4,0,1,4,4,0,0,0,0,4,4,0,4,0,0,0,0,4,4,4,4,3,304
4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,3,305
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,306
0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,307
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,308
0,0,0,0,0,0,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,309
0,5,5,5,5,0,5,5,0,0,0,5,5,0,5,5,0,2,5,5,0,0,5,5,0,5,0,5,5,0,0,5,5,0,0,0,3,310
4,0,4,4,0,0,0,0,4,0,0,4,4,0,1,0,4,4,4,4,0,0,0,0,4,4,0,4,4,4,0,4,4,4,4,0,3,311
3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,2,3,3,3,3,3,0,3,3,3,312
3,3,3,0,0,3,0,3,3,3,3,0,3,3,3,0,2,0,0,3,0,3,0,3,3,0,0,0,0,0,3,3,0,0,3,3,3,313
0,0,0,4,0,4,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,4,2,0,3,314
0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,4,4,0,0,0,4,0,2,0,4,3,315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,316
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,317
4,0,4,0,0,4,4,1,4,0,0,0,0,4,4,0,4,4,0,0,4,4,4,4,0,0,4,4,4,0,4,4,0,0,0,4,3,318
3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,3,0,0,0,3,3,0,0,3,319
4,4,4,4,0,4,4,4,4,1,4,4,4,0,4,4,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,3,320
0,4,0,0,0,0,4,0,0,0,4,0,4,0,1,4,0,0,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,3,321
4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,4,0,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,0,3,322
0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,3,3,0,2,0,3,323
3,3,0,3,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,324
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,3,325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,3,326
6,6,6,0,6,0,6,0,6,0,0,6,6,0,6,0,0,6,0,6,6,0,0,6,6,0,1,6,6,0,0,6,6,6,0,0,3,327
0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,3,328
4,0,0,0,4,4,4,4,0,4,4,4,4,0,0,0,0,4,4,4,4,0,0,4,0,0,4,4,2,0,0,0,4,0,4,4,3,329
0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,2,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,330
5,5,5,5,5,5,5,5,0,5,5,5,0,0,5,5,5,5,5,5,0,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,3,331
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,332
0,0,0,0,4,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,333
0,0,0,0,6,0,6,0,6,0,6,6,0,0,0,0,0,0,0,6,0,1,0,6,0,0,0,0,0,0,0,0,6,0,0,6,3,334
6,0,6,0,1,6,6,6,6,6,6,0,0,0,0,6,0,6,6,0,6,0,6,6,0,0,0,0,0,0,6,6,6,6,6,0,3,335
3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,2,0,3,3,3,3,0,3,3,3,3,336
4,4,4,4,4,4,0,4,2,4,4,0,4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,3,337
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,338
0,0,0,1,3,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,3,0,0,3,339
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340
0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,341
6,2,6,6,6,6,6,0,6,6,6,6,6,6,6,0,6,6,6,0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,3,342
0,0,6,0,0,6,6,0,6,0,0,0,6,6,6,6,6,0,6,6,6,0,0,0,0,6,6,6,6,0,0,6,6,0,2,6,3,343
4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,2,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,4,3,344
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,345
0,4,4,4,4,4,4,4,2,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4,3,346
0,0,0,0,4,0,0,4,0,0,0,1,0,4,4,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,4,3,347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,348
3,0,0,3,0,0,3,3,0,3,0,3,3,3,3,0,3,0,3,3,0,3,3,0,2,3,0,0,0,3,0,0,3,3,3,0,3,349
0,6,6,6,6,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,0,6,3,350
0,3,0,3,3,3,0,3,0,3,0,3,3,3,0,0,3,0,0,0,2,0,3,0,3,3,3,0,3,0,3,3,3,0,3,0,3,351
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,352
0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,3,353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,354
3,3,3,3,0,3,0,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,0,3,3,3,3,355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,356
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,357
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,358
6,6,1,6,0,6,6,0,0,0,0,6,0,6,6,0,6,6,0,0,6,6,6,0,0,6,6,0,6,6,0,0,0,0,6,6,3,359
0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,360
0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,361
0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,362
0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,3,3,3,3,0,3,3,363
4,0,4,4,2,0,4,0,4,4,4,0,0,0,4,4,4,0,0,4,0,0,4,4,0,4,4,0,0,4,4,4,0,4,0,0,3,364
4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,0,4,4,4,4,4,4,4,0,4,4,4,2,4,4,4,4,4,3,365
3,3,3,3,3,3,3,2,3,3,3,0,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,366
0,4,0,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,3,367
0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,368
4,0,0,4,4,4,0,0,4,0,0,4,2,0,4,0,4,4,4,0,4,4,0,4,0,0,4,4,4,0,4,4,0,0,4,0,3,369
5,5,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,5,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,370
4,4,0,4,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,4,3,371
0,6,6,0,0,6,0,6,6,0,6,6,6,0,6,0,0,0,2,0,0,0,0,6,6,6,6,6,6,0,6,0,0,6,6,6,3,372
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,373
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,375
5,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,3,376
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,377
0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,378
4,4,0,0,0,0,4,0,4,0,4,4,0,4,4,4,4,0,0,4,0,0,0,4,0,4,4,4,0,4,4,4,4,2,0,0,3,379
4,0,4,4,2,0,0,4,4,4,0,0,0,4,4,4,4,4,4,0,0,4,4,0,0,0,4,0,0,4,0,4,4,0,4,0,3,380
3,3,3,3,0,0,3,3,3,3,3,0,3,3,3,1,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,381
0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,3,3,382
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,383
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,384
0,4,0,0,0,0,4,4,4,4,4,0,0,4,2,4,0,0,4,0,0,4,4,4,4,0,4,4,0,0,0,4,0,4,4,4,3,385
0,4,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,0,0,0,2,0,4,0,0,0,4,0,0,0,0,0,0,0,4,4,3,386
3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,0,3,1,3,3,3,3,387
4,4,4,4,4,0,4,4,4,4,4,4,4,4,0,1,4,4,4,4,0,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,3,388
4,0,4,4,4,0,4,4,4,4,4,4,4,2,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,4,4,4,0,0,0,4,3,389
0,4,0,4,2,4,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,4,0,0,0,3,390
3,3,0,0,0,3,3,0,3,0,0,0,0,0,3,3,3,3,3,3,0,0,1,3,0,3,0,3,0,0,3,3,3,3,0,3,3,391
3,0,0,3,3,0,0,0,3,3,1,3,3,3,3,0,3,0,3,3,0,3,0,3,0,0,3,0,3,0,0,3,0,3,3,0,3,392
4,4,2,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,4,4,0,0,0,0,0,0,0,3,393
0,0,0,0,3,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,2,0,0,0,0,3,3,394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,395
0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,396
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,397
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,398
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,399
3,3,0,0,0,3,3,0,3,3,0,2,0,0,3,3,3,3,3,3,0,3,0,0,3,0,3,0,0,3,0,0,0,3,3,3,3,400
6,6,6,0,0,6,6,0,0,2,0,6,6,0,6,0,6,0,0,6,6,0,6,0,6,6,6,6,0,0,6,0,6,6,0,0,3,401
2,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,402
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,403
4,4,4,0,4,4,0,0,4,4,0,0,4,0,4,0,4,0,0,0,0,4,2,4,4,4,0,4,4,4,4,0,4,0,0,0,3,404
3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0,3,0,0,0,3,0,0,3,0,3,3,405
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,406
3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,3,3,1,3,3,3,3,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,407
0,0,5,5,5,5,1,5,0,0,5,0,5,0,0,5,0,5,5,0,5,0,0,0,5,5,5,5,0,5,0,5,0,5,5,0,3,408
5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,2,5,5,5,5,0,5,5,5,5,5,5,5,5,0,5,5,5,0,5,3,409
3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,3,3,2,3,0,3,3,3,3,3,3,410
0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,3,411
0,0,0,0,0,4,0,0,4,0,0,0,1,0,4,4,0,0,0,0,4,0,4,4,0,0,0,0,0,0,0,0,0,4,0,4,3,412
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,413
0,0,0,5,0,0,5,0,5,0,0,0,0,5,0,5,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,414
0,5,0,0,5,0,0,0,0,5,5,0,0,0,1,0,0,0,5,0,0,0,0,0,0,5,5,5,0,0,0,5,0,0,0,0,3,415
5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,5,0,0,0,0,0,0,0,0,3,416
0,0,3,3,2,0,3,3,3,0,3,3,0,3,3,0,0,0,3,0,0,3,0,0,3,3,3,0,3,3,3,3,0,0,0,3,3,417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,418
0,0,0,0,0,0,0,3,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,419
0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,420
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,421
3,3,0,2,0,0,3,0,3,0,3,3,0,3,3,0,0,3,0,0,0,3,3,3,3,0,3,3,3,3,3,0,0,0,3,0,3,422
4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,1,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,3,423
