Subject,Trial,loc1,loc2,loc3,loc4,loc5,loc6,loc7,loc8,loc9,loc10,loc11,loc12,loc13,loc14,loc15,loc16,loc17,loc18,loc19,loc20,loc21,loc22,loc23,loc24,loc25,loc26,loc27,loc28,loc29,loc30,loc31,loc32,loc33,loc34,loc35,loc36
7,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,197,3,0,3,0,3,0,0,0,3,0,3,0,1,0,3,0,3,3,0,3,0,0,3,3,0,3,3,0,3,3,3,0,3,3,3,0
7,198,0,0,0,0,0,0,3,3,0,1,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0
7,199,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,1,2,2,0,2,2
7,200,2,2,2,2,0,0,0,0,0,2,2,0,2,0,2,2,0,2,0,0,2,0,0,0,2,2,2,2,0,0,2,2,1,2,2,0
7,201,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,202,0,3,0,3,3,0,1,3,0,3,3,3,3,0,3,3,3,0,3,0,0,3,3,0,0,0,3,3,0,3,3,0,0,0,3,0
7,203,0,2,2,2,2,0,2,0,2,2,0,2,0,2,0,0,2,0,0,0,0,2,0,2,2,0,2,0,2,2,2,1,2,0,0,2
7,204,2,0,2,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,2,0
7,205,2,0,1,0,2,0,0,2,2,0,2,0,2,0,0,2,2,0,0,0,0,2,0,2,2,0,2,2,0,2,2,2,0,2,2,2
7,206,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7,207,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
7,208,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7,210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,211,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,2
7,212,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,2,2,0,0,0,0,0,2,0,2
7,213,2,2,2,2,0,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,0,2,2,2,2
7,214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,215,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0
7,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,217,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,2,0,2,1,0,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0
7,218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7,219,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,0
7,220,3,0,0,0,3,0,0,0,1,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,3,3,0,0,0,0,0,0
7,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,222,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2
7,223,2,0,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
7,224,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0
7,225,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0
7,226,1,0,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
7,227,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,229,0,0,1,0,0,3,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0
7,230,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
7,231,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0
7,232,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,2,1,2,0,0,0,0
7,233,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,1,0,3,3
7,234,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,236,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,237,2,0,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0
7,238,0,0,0,0,0,0,2,0,2,0,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,2
7,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7,240,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,0,0
7,241,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,242,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,3,0
7,243,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,1
7,244,3,0,0,3,3,0,3,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,0,3,3,3,3,1,3,3,0,0,3,3,3,3
7,245,0,2,1,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,2,0,0,0,2
7,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,247,0,0,3,3,0,0,0,3,3,0,1,0,3,3,0,3,0,3,0,3,3,3,3,3,3,0,3,3,0,3,0,3,0,0,0,3
7,248,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,249,0,0,0,2,2,0,0,0,0,0,2,0,0,2,2,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
7,250,2,2,0,0,2,0,0,2,2,2,0,2,1,2,2,2,0,2,0,0,0,0,2,2,2,2,0,2,0,0,2,0,2,2,0,0
7,251,0,0,2,2,1,0,2,2,0,0,0,0,2,0,2,0,2,2,2,2,0,2,2,2,2,2,0,0,0,2,0,0,2,2,2,0
7,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,253,0,0,0,3,3,3,3,0,1,3,0,0,3,3,3,3,3,0,0,0,3,0,3,0,3,3,0,3,0,3,3,0,3,0,0,3
7,254,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,1,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2
7,255,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0
7,256,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0
7,257,3,3,3,3,3,3,3,1,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3,0,3,3,3,3
7,258,0,0,2,2,2,2,0,0,2,0,2,2,2,0,0,0,2,0,2,0,0,2,2,2,2,2,0,0,2,2,2,0,2,0,1,0
7,259,0,0,0,0,0,2,2,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,0
7,260,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2
7,261,2,2,0,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0,1,2,2,2,2,2,2,2,2
7,262,3,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,0,3,3,3,3,3
7,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
7,264,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
7,265,2,0,0,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0
7,266,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7,267,3,0,3,3,3,3,0,0,0,3,3,0,0,3,3,0,0,3,0,0,3,3,3,0,0,3,0,0,1,3,3,3,0,0,3,3
7,268,2,2,0,0,0,2,0,2,2,0,2,2,2,2,0,0,0,0,0,0,2,0,2,0,2,0,2,2,2,2,1,2,2,0,2,0
7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,271,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,1,0,0,0,0,3,0,0,3
7,272,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,0,2,0
7,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7,274,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0
7,275,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7,276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,277,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
7,278,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,279,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
7,280,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,2,2
7,281,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0
7,282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,283,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,3,0,3,3,3,3,3,3,1
7,284,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,2,2,0
7,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
7,286,2,2,0,0,2,0,0,2,2,2,2,0,2,0,0,0,2,0,2,2,0,2,2,0,2,1,2,0,2,0,2,0,2,0,2,0
7,287,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3
7,288,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
7,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
7,290,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
7,292,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2
7,293,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,3,3,3,3,3,0,3,3,3,3,3
7,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7,295,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,296,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0
7,297,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,298,2,0,0,2,2,0,2,0,2,2,0,0,0,0,2,0,2,2,2,2,2,2,0,2,0,1,0,2,0,2,2,0,2,2,0,0
7,299,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
7,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,301,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,2,2,2,1,2,2,2,2,2,2,0
7,302,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
7,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7,304,2,0,0,1,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2
7,305,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,306,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
7,307,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,308,3,0,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,0,3,0,3,3,0,3,3,3,3,3,3
7,309,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,0,2,2,2,0,2,2
7,310,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
7,311,3,3,3,0,0,3,3,3,3,3,3,0,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3
7,312,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,313,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,1,3,3,3,3,3,3,3,3,3
7,314,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,315,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,316,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7,318,2,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0
7,319,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,0
7,320,2,0,2,2,2,2,2,2,0,0,0,2,0,0,2,0,2,2,1,2,2,0,0,2,0,2,0,2,0,0,0,2,0,0,2,2
7,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,322,0,0,2,2,1,2,2,0,0,2,0,2,0,0,2,0,0,2,2,2,0,2,2,0,2,0,0,2,0,2,0,2,2,2,0,2
7,323,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
7,324,2,2,0,2,0,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2
7,325,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7,326,2,0,2,2,2,0,2,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,0,2,1,2
7,327,0,2,2,2,2,0,2,0,0,2,0,2,0,2,0,0,2,0,0,2,0,1,2,0,2,0,2,2,0,2,2,2,2,0,0,2
7,328,2,2,2,2,2,0,2,2,2,1,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
7,329,1,3,0,0,0,0,3,0,3,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0
7,330,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,3,0,0,3,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
7,331,2,2,2,2,2,2,2,0,2,2,2,2,2,2,1,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2
7,332,2,1,0,2,2,0,0,2,0,0,0,0,2,2,2,2,0,2,2,2,2,0,2,0,0,0,2,0,2,2,0,0,0,2,2,2
7,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,334,2,0,2,0,0,2,0,2,0,0,0,2,2,2,0,0,2,0,2,2,2,2,2,1,0,0,0,2,2,2,2,0,2,0,0,2
7,335,2,1,2,0,0,0,2,0,2,2,2,0,0,2,2,0,0,0,0,2,2,2,2,0,2,2,2,0,2,2,2,0,0,0,0,2
7,336,2,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,2,0,0,0
7,337,0,0,3,0,3,0,3,3,3,3,3,3,3,0,3,1,0,0,0,3,3,3,3,3,0,0,0,0,3,0,3,0,0,3,0,3
7,338,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,339,3,0,0,3,3,3,3,0,3,0,0,0,3,3,3,3,0,3,3,3,3,0,0,1,3,0,0,0,0,0,0,3,3,3,3,0
7,340,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7,341,0,0,2,1,2,2,0,2,2,2,0,0,0,2,2,2,2,0,0,0,0,2,2,0,0,2,2,0,0,2,2,2,2,0,2,0
7,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,343,2,0,2,0,2,0,2,0,2,2,2,0,2,2,0,2,0,2,1,0,0,2,2,2,0,0,2,0,2,2,0,2,0,0,0,2
7,344,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
7,345,1,0,0,3,3,0,0,3,3,3,3,3,0,0,3,0,3,0,0,0,3,3,0,0,3,3,0,3,0,3,3,3,3,0,0,3
7,346,0,0,0,2,2,2,0,2,2,0,0,0,0,2,0,2,2,2,0,2,0,2,1,2,2,2,2,0,2,2,0,2,2,0,0,0
7,347,0,2,2,2,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0
7,348,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0
7,349,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,1,0,0
7,350,2,0,2,0,0,2,0,2,1,0,2,0,0,0,2,2,2,0,2,0,2,0,2,0,2,2,2,0,2,0,0,2,2,2,0,2
7,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,352,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
7,353,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,354,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7,355,2,2,0,2,2,0,2,2,0,2,0,0,0,2,2,0,2,2,1,2,2,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0
7,356,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,0,3
7,357,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,2,0,0,0,2
7,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,359,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7,360,0,2,0,0,2,2,0,2,0,2,2,2,0,0,2,2,2,2,0,2,1,2,0,2,2,0,0,2,0,0,2,2,0,2,0,0
7,361,0,2,2,2,2,0,0,2,0,1,0,2,2,2,0,0,2,2,2,0,0,0,2,0,0,2,2,2,2,2,0,2,2,0,0,0
7,362,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,363,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,2
7,364,2,0,2,1,0,2,0,2,2,0,0,2,0,0,2,2,2,0,0,2,2,2,0,0,0,2,2,0,0,2,2,2,2,0,0,2
7,365,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7,366,3,0,0,3,0,0,1,0,3,3,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
7,367,0,2,2,0,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
7,368,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,2,2,2
7,369,2,2,2,2,2,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,2,2,2,0,2,2,2,2
7,370,0,0,2,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,2,0
7,371,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,372,3,3,0,3,0,0,0,0,3,3,3,0,0,0,3,0,3,1,3,3,3,0,3,3,0,0,3,3,3,0,3,0,3,0,0,3
7,373,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,0,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,3,0
7,374,2,0,2,2,2,0,0,0,0,0,2,0,2,0,0,2,0,2,0,0,2,0,2,0,2,2,2,1,2,2,2,0,2,2,2,0
7,375,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2
7,376,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7,377,2,2,0,2,0,0,2,2,2,0,0,0,2,2,2,2,0,2,0,0,2,2,0,2,0,2,0,2,2,0,1,0,0,0,2,2
